spectrum,VDISP,VDISP_ERR,Z,Z_ERR,ZWARNING,SPECTROFLUX_U,SPECTROFLUX_G,SPECTROFLUX_R,SPECTROFLUX_I,SPECTROFLUX_Z,SPECTROFLUX_IVAR_U,SPECTROFLUX_IVAR_G,SPECTROFLUX_IVAR_R,SPECTROFLUX_IVAR_I,SPECTROFLUX_IVAR_Z,SPECTROSYNFLUX_U,SPECTROSYNFLUX_G,SPECTROSYNFLUX_R,SPECTROSYNFLUX_I,SPECTROSYNFLUX_Z,SPECTROSYNFLUX_IVAR_U,SPECTROSYNFLUX_IVAR_G,SPECTROSYNFLUX_IVAR_R,SPECTROSYNFLUX_IVAR_I,SPECTROSYNFLUX_IVAR_Z,object_id
"{'flux': array([0.71345896, 0.7133246 , 0.7131905 , ..., 2.8344176 , 2.8344176 ,
       2.8344176 ], dtype=float32), 'ivar': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lsf_sigma': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lambda': array([ 3.7992686e+03,  3.8001436e+03,  3.8010186e+03, ...,
       -1.0000000e+00, -1.0000000e+00, -1.0000000e+00], dtype=float32), 'mask': array([ True,  True,  True, ...,  True,  True,  True])}",173.06274,39.252724,0.23142925,1.1735991e-05,False,1.9436973,4.8312597,11.2933445,17.073427,20.720488,1.2810838,4.7092338,3.3769279,1.6308998,0.49377942,2.267465,4.7874928,11.196501,16.947453,20.567892,3.1201751,4.8240495,3.766461,1.9804801,1.0679232,b'   1759881109539153920'
"{'flux': array([0.48344132, 0.48334628, 0.4832514 , ..., 2.3126156 , 2.3126156 ,
       2.3126156 ], dtype=float32), 'ivar': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lsf_sigma': array([0.        , 0.        , 0.        , ..., 0.73073035, 0.73073035,
       0.73073035], dtype=float32), 'lambda': array([ 3.7992686e+03,  3.8001436e+03,  3.8010186e+03, ...,
       -1.0000000e+00, -1.0000000e+00, -1.0000000e+00], dtype=float32), 'mask': array([ True,  True,  True, ...,  True,  True,  True])}",238.91086,38.54303,0.41075602,9.54106e-05,False,0.27974615,1.2982568,8.109391,17.13582,24.67672,1.2810838,4.7092338,3.3769279,1.6308998,0.49377942,0.13407204,1.2590063,8.140805,16.928793,24.967012,3.1201751,4.8240495,3.766461,1.9804801,1.0679232,b'   1759881384417060864'
"{'flux': array([-0.0741352 , -0.0741208 , -0.07410644, ...,  0.28400758,
        0.28400758,  0.28400758], dtype=float32), 'ivar': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lsf_sigma': array([0.       , 0.       , 0.       , ..., 0.7374305, 0.7374305,
       0.7374305], dtype=float32), 'lambda': array([ 3.7992686e+03,  3.8001436e+03,  3.8010186e+03, ...,
       -1.0000000e+00, -1.0000000e+00, -1.0000000e+00], dtype=float32), 'mask': array([ True,  True,  True, ...,  True,  True,  True])}",207.61978,57.57594,0.4799395,0.00021975957,False,0.15627033,0.6530167,3.2413487,7.3896728,10.367828,1.2810838,4.7092338,3.3769279,1.6308998,0.49377942,0.21917833,0.62551445,3.196535,7.145312,10.524633,3.1201751,4.8240495,3.766461,1.9804801,1.0679232,b'   1759881934172874752'
"{'flux': array([-0.8768376 , -0.87665945, -0.8764815 , ...,  2.98285   ,
        2.98285   ,  2.98285   ], dtype=float32), 'ivar': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lsf_sigma': array([0.       , 0.       , 0.       , ..., 0.7343477, 0.7343477,
       0.7343477], dtype=float32), 'lambda': array([ 3.7992686e+03,  3.8001436e+03,  3.8010186e+03, ...,
       -1.0000000e+00, -1.0000000e+00, -1.0000000e+00], dtype=float32), 'mask': array([ True,  True,  True, ...,  True,  True,  True])}",0.0,0.0,-4.2929743e-05,2.3364857e-05,False,0.24401806,4.621481,14.197646,22.161715,27.625628,1.2810838,4.7092338,3.3769279,1.6308998,0.49377942,0.598002,4.613315,14.128347,22.103548,27.141584,3.1201751,4.8240495,3.766461,1.9804801,1.0679232,b'   1759882209050781696'
"{'flux': array([2.2508814, 2.2504776, 2.2500741, ..., 3.7916608, 3.7916608,
       3.7916608], dtype=float32), 'ivar': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lsf_sigma': array([0.       , 0.       , 0.       , ..., 0.7432775, 0.7432775,
       0.7432775], dtype=float32), 'lambda': array([ 3.7992686e+03,  3.8001436e+03,  3.8010186e+03, ...,
       -1.0000000e+00, -1.0000000e+00, -1.0000000e+00], dtype=float32), 'mask': array([ True,  True,  True, ...,  True,  True,  True])}",27.3057,36.420116,0.07511329,4.6403733e-05,False,2.1062496,7.3079653,18.635887,27.011091,35.47488,1.2810838,4.7092338,3.3769279,1.6308998,0.49377942,1.8582021,7.3267536,18.388155,27.118465,34.99599,3.1201751,4.8240495,3.766461,1.9804801,1.0679232,b'   1759882483928688640'
"{'flux': array([-0.09168068, -0.0916637 , -0.09164678, ...,  0.11557049,
        0.11557049,  0.11557049], dtype=float32), 'ivar': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lsf_sigma': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lambda': array([ 3.7992686e+03,  3.8001436e+03,  3.8010186e+03, ...,
       -1.0000000e+00, -1.0000000e+00, -1.0000000e+00], dtype=float32), 'mask': array([ True,  True,  True, ...,  True,  True,  True])}",187.70576,48.384983,0.18731795,0.00014213409,True,0.3602514,1.6360271,7.1229305,13.048049,17.61965,1.2810838,4.7092338,3.3769279,1.6308998,0.49377942,0.4305168,1.6236764,7.152464,12.936276,18.178213,3.1201751,4.8240495,3.766461,1.9804801,1.0679232,b'   1759883033684502528'
"{'flux': array([2.2890022, 2.2885165, 2.2880318, ..., 1.9185225, 1.9185225,
       1.9185225], dtype=float32), 'ivar': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lsf_sigma': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lambda': array([ 3.7992686e+03,  3.8001436e+03,  3.8010186e+03, ...,
       -1.0000000e+00, -1.0000000e+00, -1.0000000e+00], dtype=float32), 'mask': array([ True,  True,  True, ...,  True,  True,  True])}",115.42384,39.853928,0.16041833,1.49566e-05,False,2.5179317,5.829533,14.169225,23.822166,33.26089,1.2810838,4.7092338,3.3769279,1.6308998,0.49377942,2.8345647,5.7775106,14.142587,23.451344,32.426247,3.1201751,4.8240495,3.766461,1.9804801,1.0679232,b'   1759883308562409472'
"{'flux': array([-4.255825 , -4.2549405, -4.2540565, ...,  4.2229614,  4.2229614,
        4.2229614], dtype=float32), 'ivar': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lsf_sigma': array([0.        , 0.        , 0.        , ..., 0.73123974, 0.73123974,
       0.73123974], dtype=float32), 'lambda': array([ 3.7992686e+03,  3.8001436e+03,  3.8010186e+03, ...,
       -1.0000000e+00, -1.0000000e+00, -1.0000000e+00], dtype=float32), 'mask': array([ True,  True,  True, ...,  True,  True,  True])}",111.62415,17.91319,0.18118727,3.4392877e-05,False,1.5474896,5.9809833,17.281837,28.370749,38.081776,1.2810838,4.7092338,3.3769279,1.6308998,0.49377942,2.5709918,5.9401727,17.30873,28.295557,38.156883,3.1201751,4.8240495,3.766461,1.9804801,1.0679232,b'   1759883583440316416'
"{'flux': array([0.6781762, 0.6780514, 0.6779269, ..., 1.0830507, 1.0830507,
       1.0830507], dtype=float32), 'ivar': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lsf_sigma': array([0.        , 0.        , 0.        , ..., 0.73127085, 0.73127085,
       0.73127085], dtype=float32), 'lambda': array([ 3.7992686e+03,  3.8001436e+03,  3.8010186e+03, ...,
       -1.0000000e+00, -1.0000000e+00, -1.0000000e+00], dtype=float32), 'mask': array([ True,  True,  True, ...,  True,  True,  True])}",158.13834,44.778244,0.07207271,5.2522162e-05,False,0.84071153,3.1395218,8.341887,13.188361,17.195047,1.2810838,4.7092338,3.3769279,1.6308998,0.49377942,0.56999934,3.1311584,8.344462,13.300406,17.14402,3.1201751,4.8240495,3.766461,1.9804801,1.0679232,b'   1759883858318223360'
"{'flux': array([-0.67823404, -0.67809474, -0.67795575, ..., -0.41797644,
       -0.41797644, -0.41797644], dtype=float32), 'ivar': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lsf_sigma': array([0.        , 0.        , 0.        , ..., 0.73554736, 0.73554736,
       0.73554736], dtype=float32), 'lambda': array([ 3.7992686e+03,  3.8001436e+03,  3.8010186e+03, ...,
       -1.0000000e+00, -1.0000000e+00, -1.0000000e+00], dtype=float32), 'mask': array([ True,  True,  True, ...,  True,  True,  True])}",850.0,-3.0,0.08307489,1.1764723e-05,False,0.75539327,2.1819649,4.000499,5.4551272,6.100142,1.2810838,4.7092338,3.3769279,1.6308998,0.49377942,0.2117772,2.2506511,4.005681,5.2659307,6.1273975,3.1201751,4.8240495,3.766461,1.9804801,1.0679232,b'   1759884408074037248'
"{'flux': array([0.6007292 , 0.60062206, 0.6005151 , ..., 3.4501877 , 3.4501877 ,
       3.4501877 ], dtype=float32), 'ivar': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lsf_sigma': array([0.       , 0.       , 0.       , ..., 0.7437612, 0.7437612,
       0.7437612], dtype=float32), 'lambda': array([ 3.7992686e+03,  3.8001436e+03,  3.8010186e+03, ...,
       -1.0000000e+00, -1.0000000e+00, -1.0000000e+00], dtype=float32), 'mask': array([ True,  True,  True, ...,  True,  True,  True])}",16.473871,52.793495,0.15259248,2.4011604e-05,False,1.7133719,5.0120497,13.082985,21.932869,28.870049,1.2810838,4.7092338,3.3769279,1.6308998,0.49377942,2.0066676,5.016058,12.948987,21.00316,28.987719,3.1201751,4.8240495,3.766461,1.9804801,1.0679232,b'   1759884682951944192'
"{'flux': array([-0.11138413, -0.11136277, -0.11134145, ...,  1.2307365 ,
        1.2307365 ,  1.2307365 ], dtype=float32), 'ivar': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lsf_sigma': array([0.       , 0.       , 0.       , ..., 0.7368025, 0.7368025,
       0.7368025], dtype=float32), 'lambda': array([ 3.7992686e+03,  3.8001436e+03,  3.8010186e+03, ...,
       -1.0000000e+00, -1.0000000e+00, -1.0000000e+00], dtype=float32), 'mask': array([ True,  True,  True, ...,  True,  True,  True])}",262.3357,52.95227,0.5274746,0.00020417263,False,0.043552205,0.32388088,2.0409112,6.131998,11.293535,1.2810838,4.7092338,3.3769279,1.6308998,0.49377942,0.03037797,0.30533642,2.0662255,6.4617863,10.867499,3.1201751,4.8240495,3.766461,1.9804801,1.0679232,b'   1759884957829851136'
"{'flux': array([-5.689712 , -5.688559 , -5.687407 , ...,  2.3361084,  2.3361084,
        2.3361084], dtype=float32), 'ivar': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lsf_sigma': array([0.       , 0.       , 0.       , ..., 0.7438398, 0.7438398,
       0.7438398], dtype=float32), 'lambda': array([ 3.7992686e+03,  3.8001436e+03,  3.8010186e+03, ...,
       -1.0000000e+00, -1.0000000e+00, -1.0000000e+00], dtype=float32), 'mask': array([ True,  True,  True, ...,  True,  True,  True])}",49.822376,18.438368,0.103113756,5.0326056e-05,False,0.8898787,6.4571548,16.19041,24.716425,34.79932,1.2810838,4.7092338,3.3769279,1.6308998,0.49377942,1.6882919,6.4761014,16.100748,24.430218,33.311768,3.1201751,4.8240495,3.766461,1.9804801,1.0679232,b'   1759885232707758080'
"{'flux': array([1.459441 , 1.4591521, 1.458864 , ..., 0.8083298, 0.8083298,
       0.8083298], dtype=float32), 'ivar': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lsf_sigma': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lambda': array([ 3.7992686e+03,  3.8001436e+03,  3.8010186e+03, ...,
       -1.0000000e+00, -1.0000000e+00, -1.0000000e+00], dtype=float32), 'mask': array([ True,  True,  True, ...,  True,  True,  True])}",76.95356,43.700516,0.0719249,2.419974e-05,False,1.8892422,5.4908853,11.0762615,16.370205,19.39463,1.2810838,4.7092338,3.3769279,1.6308998,0.49377942,1.890506,5.4557548,10.973041,16.11237,19.505428,3.1201751,4.8240495,3.766461,1.9804801,1.0679232,b'   1759885507585665024'
"{'flux': array([ 1.8098571,  1.8095187,  1.8091812, ..., -1.1300532, -1.1300532,
       -1.1300532], dtype=float32), 'ivar': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lsf_sigma': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lambda': array([ 3.7992686e+03,  3.8001436e+03,  3.8010186e+03, ...,
       -1.0000000e+00, -1.0000000e+00, -1.0000000e+00], dtype=float32), 'mask': array([ True,  True,  True, ...,  True,  True,  True])}",104.4049,23.435835,0.1633724,1.6821923e-05,False,2.2170842,4.6352067,9.913311,15.242956,19.427216,1.2810838,4.7092338,3.3769279,1.6308998,0.49377942,2.2892137,4.564917,9.912492,15.024754,19.25969,3.1201751,4.8240495,3.766461,1.9804801,1.0679232,b'   1759885782463571968'
"{'flux': array([0.57811165, 0.57801   , 0.57790846, ..., 4.814059  , 4.814059  ,
       4.814059  ], dtype=float32), 'ivar': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lsf_sigma': array([0.        , 0.        , 0.        , ..., 0.73169446, 0.73169446,
       0.73169446], dtype=float32), 'lambda': array([ 3.7992686e+03,  3.8001436e+03,  3.8010186e+03, ...,
       -1.0000000e+00, -1.0000000e+00, -1.0000000e+00], dtype=float32), 'mask': array([ True,  True,  True, ...,  True,  True,  True])}",0.0,59.753094,0.065338746,1.2918334e-05,False,0.9641408,2.9534082,5.4226522,7.7466807,8.738023,1.2810838,4.7092338,3.3769279,1.6308998,0.49377942,0.5265132,2.9478273,5.369122,7.598494,8.706014,3.1201751,4.8240495,3.766461,1.9804801,1.0679232,b'   1759886057341478912'
"{'flux': array([-0.8737879, -0.873624 , -0.8734604, ...,  0.6950319,  0.6950319,
        0.6950319], dtype=float32), 'ivar': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lsf_sigma': array([0.       , 0.       , 0.       , ..., 0.7516325, 0.7516325,
       0.7516325], dtype=float32), 'lambda': array([ 3.7992686e+03,  3.8001436e+03,  3.8010186e+03, ...,
       -1.0000000e+00, -1.0000000e+00, -1.0000000e+00], dtype=float32), 'mask': array([ True,  True,  True, ...,  True,  True,  True])}",850.0,-3.0,0.5308801,0.00016698349,False,-0.058446385,0.5951424,4.600816,13.709738,24.72976,1.2810838,4.7092338,3.3769279,1.6308998,0.49377942,0.014480787,0.5710435,4.569737,13.412925,22.906736,3.1201751,4.8240495,3.766461,1.9804801,1.0679232,b'   1759886332219385856'
"{'flux': array([1.5760266, 1.5757167, 1.5754075, ..., 3.3168466, 3.3168466,
       3.3168466], dtype=float32), 'ivar': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lsf_sigma': array([0.        , 0.        , 0.        , ..., 0.73788613, 0.73788613,
       0.73788613], dtype=float32), 'lambda': array([ 3.7992686e+03,  3.8001436e+03,  3.8010186e+03, ...,
       -1.0000000e+00, -1.0000000e+00, -1.0000000e+00], dtype=float32), 'mask': array([ True,  True,  True, ...,  True,  True,  True])}",165.98717,34.24468,0.18977374,3.7765898e-05,False,1.468579,4.477399,14.316013,24.901308,35.397686,1.2810838,4.7092338,3.3769279,1.6308998,0.49377942,1.8244367,4.415768,14.23259,24.54099,34.43213,3.1201751,4.8240495,3.766461,1.9804801,1.0679232,b'   1759886881975199744'
"{'flux': array([-1.5610349, -1.5607407, -1.560447 , ...,  3.7367365,  3.7367365,
        3.7367365], dtype=float32), 'ivar': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lsf_sigma': array([0.        , 0.        , 0.        , ..., 0.74381834, 0.74381834,
       0.74381834], dtype=float32), 'lambda': array([ 3.7992686e+03,  3.8001436e+03,  3.8010186e+03, ...,
       -1.0000000e+00, -1.0000000e+00, -1.0000000e+00], dtype=float32), 'mask': array([ True,  True,  True, ...,  True,  True,  True])}",247.40103,30.491405,0.35937822,7.028769e-05,False,-0.12409327,1.7708642,11.88013,23.457767,36.021465,1.2810838,4.7092338,3.3769279,1.6308998,0.49377942,0.27280852,1.7306441,11.672758,23.097115,34.572,3.1201751,4.8240495,3.766461,1.9804801,1.0679232,b'   1759887431731013632'
"{'flux': array([-0.48347482, -0.48338893, -0.48330322, ...,  1.2920452 ,
        1.2920452 ,  1.2920452 ], dtype=float32), 'ivar': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lsf_sigma': array([0.       , 0.       , 0.       , ..., 0.8039218, 0.8039218,
       0.8039218], dtype=float32), 'lambda': array([ 3.7992686e+03,  3.8001436e+03,  3.8010186e+03, ...,
       -1.0000000e+00, -1.0000000e+00, -1.0000000e+00], dtype=float32), 'mask': array([ True,  True,  True, ...,  True,  True,  True])}",156.23848,39.666714,0.19730657,5.8916237e-05,False,0.76008457,2.8792722,8.813827,14.00687,18.49883,1.2810838,4.7092338,3.3769279,1.6308998,0.49377942,0.8984441,2.853322,8.597491,13.740193,17.613598,3.1201751,4.8240495,3.766461,1.9804801,1.0679232,b'   1759887706608920576'
"{'flux': array([0.01985554, 0.01985185, 0.01984816, ..., 1.2979015 , 1.2979015 ,
       1.2979015 ], dtype=float32), 'ivar': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lsf_sigma': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lambda': array([ 3.7992686e+03,  3.8001436e+03,  3.8010186e+03, ...,
       -1.0000000e+00, -1.0000000e+00, -1.0000000e+00], dtype=float32), 'mask': array([ True,  True,  True, ...,  True,  True,  True])}",79.55878,40.831474,0.19076215,8.188693e-06,False,2.5892808,5.850554,13.150728,21.11156,26.442776,1.2810838,4.7092338,3.3769279,1.6308998,0.49377942,3.347101,5.8306074,12.972153,20.852156,25.753767,3.1201751,4.8240495,3.766461,1.9804801,1.0679232,b'   1759888256364734464'
"{'flux': array([3.274767 , 3.2741685, 3.2735717, ..., 1.78915  , 1.78915  ,
       1.78915  ], dtype=float32), 'ivar': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lsf_sigma': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lambda': array([ 3.7992686e+03,  3.8001436e+03,  3.8010186e+03, ...,
       -1.0000000e+00, -1.0000000e+00, -1.0000000e+00], dtype=float32), 'mask': array([ True,  True,  True, ...,  True,  True,  True])}",0.0,46.053894,0.17308064,6.397982e-05,False,1.6980542,3.47673,11.863778,19.423872,27.762606,1.2810838,4.7092338,3.3769279,1.6308998,0.49377942,1.0214163,3.4783108,11.652468,19.321964,27.180374,3.1201751,4.8240495,3.766461,1.9804801,1.0679232,b'   1759888531242641408'
"{'flux': array([ 1.892157 ,  1.8917593,  1.8913623, ..., 11.051784 , 11.051784 ,
       11.051784 ], dtype=float32), 'ivar': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lsf_sigma': array([0.        , 0.        , 0.        , ..., 0.72060657, 0.72060657,
       0.72060657], dtype=float32), 'lambda': array([ 3.7992686e+03,  3.8001436e+03,  3.8010186e+03, ...,
       -1.0000000e+00, -1.0000000e+00, -1.0000000e+00], dtype=float32), 'mask': array([ True,  True,  True, ...,  True,  True,  True])}",127.36665,17.758057,0.13774696,2.542885e-05,False,2.469429,7.6058326,22.063822,36.853863,52.739166,1.2810838,4.7092338,3.3769279,1.6308998,0.49377942,2.6707315,7.5960946,21.855577,36.572674,51.95454,3.1201751,4.8240495,3.766461,1.9804801,1.0679232,b'   1759888806120548352'
"{'flux': array([0.6031875 , 0.60307413, 0.602961  , ..., 1.2033097 , 1.2033097 ,
       1.2033097 ], dtype=float32), 'ivar': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lsf_sigma': array([0.        , 0.        , 0.        , ..., 0.72065824, 0.72065824,
       0.72065824], dtype=float32), 'lambda': array([ 3.7992686e+03,  3.8001436e+03,  3.8010186e+03, ...,
       -1.0000000e+00, -1.0000000e+00, -1.0000000e+00], dtype=float32), 'mask': array([ True,  True,  True, ...,  True,  True,  True])}",161.7849,17.614887,0.2674518,6.2323175e-05,False,0.72807825,2.6374145,12.855555,23.800055,34.158512,1.2810838,4.7092338,3.3769279,1.6308998,0.49377942,0.7566548,2.6056964,12.71242,23.366215,33.298183,3.1201751,4.8240495,3.766461,1.9804801,1.0679232,b'   1759889080998455296'
"{'flux': array([0.79410446, 0.79394567, 0.7937872 , ..., 6.5834427 , 6.5834427 ,
       6.5834427 ], dtype=float32), 'ivar': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lsf_sigma': array([0.        , 0.        , 0.        , ..., 0.73969316, 0.73969316,
       0.73969316], dtype=float32), 'lambda': array([ 3.7992686e+03,  3.8001436e+03,  3.8010186e+03, ...,
       -1.0000000e+00, -1.0000000e+00, -1.0000000e+00], dtype=float32), 'mask': array([ True,  True,  True, ...,  True,  True,  True])}",271.89114,20.326578,0.28796753,6.330748e-05,False,0.8615397,3.9817438,19.75968,37.589226,55.69865,1.2810838,4.7092338,3.3769279,1.6308998,0.49377942,1.1623349,3.9235864,19.673096,37.247936,54.265835,3.1201751,4.8240495,3.766461,1.9804801,1.0679232,b'   1759889355876362240'
"{'flux': array([3.0405061, 3.0399027, 3.0393   , ..., 2.2245684, 2.2245684,
       2.2245684], dtype=float32), 'ivar': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lsf_sigma': array([0.        , 0.        , 0.        , ..., 0.73564464, 0.73564464,
       0.73564464], dtype=float32), 'lambda': array([ 3.7992686e+03,  3.8001436e+03,  3.8010186e+03, ...,
       -1.0000000e+00, -1.0000000e+00, -1.0000000e+00], dtype=float32), 'mask': array([ True,  True,  True, ...,  True,  True,  True])}",111.64558,19.295322,0.13774227,5.9248243e-05,False,1.7639058,4.729342,13.368984,20.942385,29.067324,1.2810838,4.7092338,3.3769279,1.6308998,0.49377942,1.4867693,4.700573,13.162402,20.260294,27.412933,3.1201751,4.8240495,3.766461,1.9804801,1.0679232,b'   1759889630754269184'
"{'flux': array([-2.5201173, -2.5196385, -2.5191603, ...,  2.2013898,  2.2013898,
        2.2013898], dtype=float32), 'ivar': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lsf_sigma': array([0.       , 0.       , 0.       , ..., 0.7500309, 0.7500309,
       0.7500309], dtype=float32), 'lambda': array([ 3.7992686e+03,  3.8001436e+03,  3.8010186e+03, ...,
       -1.0000000e+00, -1.0000000e+00, -1.0000000e+00], dtype=float32), 'mask': array([ True,  True,  True, ...,  True,  True,  True])}",245.8859,29.151201,0.35584933,7.151453e-05,False,0.14988053,2.4754384,14.314486,27.537916,40.677303,1.2810838,4.7092338,3.3769279,1.6308998,0.49377942,0.6560578,2.4303648,14.171605,27.410028,40.19343,3.1201751,4.8240495,3.766461,1.9804801,1.0679232,b'   1759889905632176128'
"{'flux': array([-1.2384074, -1.2381694, -1.2379318, ...,  2.1984959,  2.1984959,
        2.1984959], dtype=float32), 'ivar': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lsf_sigma': array([0.        , 0.        , 0.        , ..., 0.80439025, 0.80439025,
       0.80439025], dtype=float32), 'lambda': array([ 3.7992686e+03,  3.8001436e+03,  3.8010186e+03, ...,
       -1.0000000e+00, -1.0000000e+00, -1.0000000e+00], dtype=float32), 'mask': array([ True,  True,  True, ...,  True,  True,  True])}",123.06926,18.066126,0.19149993,6.124238e-05,False,0.658135,4.267437,15.40665,25.042173,35.210938,1.2810838,4.7092338,3.3769279,1.6308998,0.49377942,1.0378257,4.247992,15.107856,24.616137,33.0394,3.1201751,4.8240495,3.766461,1.9804801,1.0679232,b'   1759890180510083072'
"{'flux': array([0.517094  , 0.51699823, 0.51690257, ..., 2.2802613 , 2.2802613 ,
       2.2802613 ], dtype=float32), 'ivar': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lsf_sigma': array([0.       , 0.       , 0.       , ..., 0.8044232, 0.8044232,
       0.8044232], dtype=float32), 'lambda': array([ 3.7992686e+03,  3.8001436e+03,  3.8010186e+03, ...,
       -1.0000000e+00, -1.0000000e+00, -1.0000000e+00], dtype=float32), 'mask': array([ True,  True,  True, ...,  True,  True,  True])}",134.71498,16.504057,0.2076783,5.2004434e-05,False,1.2008861,3.917866,13.151247,23.196592,33.35047,1.2810838,4.7092338,3.3769279,1.6308998,0.49377942,1.52884,3.8644345,13.088371,22.640196,31.9257,3.1201751,4.8240495,3.766461,1.9804801,1.0679232,b'   1759890455387990016'
"{'flux': array([-1.723181 , -1.7228502, -1.7225199, ...,  1.7396958,  1.7396958,
        1.7396958], dtype=float32), 'ivar': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lsf_sigma': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lambda': array([ 3.7992686e+03,  3.8001436e+03,  3.8010186e+03, ...,
       -1.0000000e+00, -1.0000000e+00, -1.0000000e+00], dtype=float32), 'mask': array([ True,  True,  True, ...,  True,  True,  True])}",117.364204,23.872622,0.19441256,6.388228e-05,False,0.81934047,3.340723,12.477264,21.45331,30.97252,1.2810838,4.7092338,3.3769279,1.6308998,0.49377942,1.1380196,3.3413267,12.257899,20.924454,29.430841,3.1201751,4.8240495,3.766461,1.9804801,1.0679232,b'   1759890730265896960'
"{'flux': array([ 0.48441863,  0.4843206 ,  0.4842228 , ..., -0.8274633 ,
       -0.8274633 , -0.8274633 ], dtype=float32), 'ivar': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lsf_sigma': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lambda': array([ 3.7992686e+03,  3.8001436e+03,  3.8010186e+03, ...,
       -1.0000000e+00, -1.0000000e+00, -1.0000000e+00], dtype=float32), 'mask': array([ True,  True,  True, ...,  True,  True,  True])}",0.0,36.75491,0.005477409,6.8707973e-06,False,2.692138,4.2149386,6.2234144,7.632359,9.217395,1.2810838,4.7092338,3.3769279,1.6308998,0.49377942,2.7984405,4.2228503,6.0162783,7.415879,8.43512,3.1201751,4.8240495,3.766461,1.9804801,1.0679232,b'   1759891280021710848'
"{'flux': array([2.3538327 , 2.353385  , 2.352938  , ..., 0.52131385, 0.52131385,
       0.52131385], dtype=float32), 'ivar': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lsf_sigma': array([0.        , 0.        , 0.        , ..., 0.72105545, 0.72105545,
       0.72105545], dtype=float32), 'lambda': array([ 3.7992686e+03,  3.8001436e+03,  3.8010186e+03, ...,
       -1.0000000e+00, -1.0000000e+00, -1.0000000e+00], dtype=float32), 'mask': array([ True,  True,  True, ...,  True,  True,  True])}",212.91058,39.46109,0.3589885,4.654483e-05,False,0.49291617,1.1568338,6.960874,14.30212,23.688967,1.2810838,4.7092338,3.3769279,1.6308998,0.49377942,0.3450265,1.0965431,6.831614,13.901377,22.068636,3.1201751,4.8240495,3.766461,1.9804801,1.0679232,b'   1759891554899617792'
